Id	RLxs	SLm_00150	SLm_00250	SLm_00350	SLm_00450	SLm_00570	SLm_00700	SLm_00840	SLm_01000	SLm_01170	SLm_01370	SLm_01600	SLm_01850	SLm_02150	SLm_02500	SLm_02900	SLm_03400	SLm_04000	SLm_04800	SLm_05800	SLm_07000	SLm_08500
C	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
L01	-24,5580035345358	46,2242713524961	43,3000920625856	47,8437613117914	47,6514370467774	45,103550754729	43,6583248298844	41,7507958175885	40,7009475409076	34,5835590358673	34,914665208301	32,6391683506095	33,9639192980543	31,9745223855134	30,9919355363357	28,3723842318479	22,8817778356675	17,8539601701274	14,4021833498891	14,099415400645	11,6176195041202	10,9264464432202
L02	-23,3038728797538	46,1324528655018	43,7138169267643	48,504159349927	47,7482343113506	47,4057672607563	42,9832031396408	46,0560853254246	40,9243782038966	37,9407550664295	34,557434624281	33,5734553795866	28,7953820354866	25,4553145064047	28,2460943748539	27,9679450714	21,7500144216379	19,303394262112	17,298301359965	19,2645925692227	16,5581625905768	12,2792388621285
L03	-30,3128022429128	43,8202527331527	35,1181631201279	33,882913766328	30,2721246860882	23,0418910666537	29,7936990110874	19,171216151573	18,5518857644448	17,0362885197892	14,7247215302613	14,9408646259909	16,60926120267	17,7072796714651	18,2955419290918	17,4821017056458	12,5448114283326	10,0789517646327	11,940552670108	10,6302511554094	9,94014055183062	12,8771162254662
L04	-23,3093971423594	51,1640622394906	49,4577292163817	50,6725316950764	45,611776184186	37,8178927203234	37,4730736243561	35,7232809056909	34,3809504055518	34,6224495924654	35,6129761156857	31,6083238550932	32,0069394073371	29,138676800119	29,1172557181506	28,7983994072937	24,4781644454892	18,1922271838454	17,7729672544995	16,7306899328977	12,9742442339932	8,89160693273375
L05	-24,2825996980899	44,478493798824	44,1600488607495	48,5874093811255	46,0445858823794	44,9852311119586	40,438119212541	47,531702710721	35,2564237149764	32,6745980187307	29,7271921101553	32,9201248429077	34,709723487584	33,5737725956267	32,7269766318428	30,799745183575	22,0138920511535	18,8345305915802	18,6263429543662	18,7584831049255	15,449911909457	17,006557005229
L06	-24,4605028259666	47,8583917104421	45,1994171829689	50,2111249727295	47,109842159421	43,7318397394012	38,3729358945936	38,3822581790829	34,547085559898	36,3800551115812	34,2676822098007	29,7674208197396	28,5931058698105	31,8943474160484	28,7622333695449	28,8146111332681	25,2023409584489	17,4153021538121	18,5171542668506	18,8426187092183	22,197088926047	16,3465273256842
L07	-36,2773231751496	31,9696062747765	30,0539691356132	24,8665637128781	24,2940763043589	27,3437034288476	26,5636524651602	26,791673434268	28,4867691395971	28,4630827138582	27,8648996656698	26,2254003008661	22,0893644057819	23,2862162831572	28,6197798659633	28,6031831174541	26,4759595796047	17,9322866856023	18,6361492280446	16,9174853750603	14,921242211924	15,860823756881
L08	-25,80893118523	47,7024250655029	45,0758582284116	47,8068974273928	45,1397504280253	42,0609569020201	37,5782757224919	34,4078653152702	33,1406002160306	32,7188180043583	33,5457181917804	31,5921440832718	31,39060520169	30,1698976780133	29,9985406400279	28,1882781849173	22,1258011484411	16,4081783651436	13,2068798475729	14,2294218609809	10,4320013714272	9,47681089782825
L09	-23,2252668305465	46,235534664705	40,5355884382099	47,5333997617267	48,7921074241517	48,3770695303384	43,6618492872245	41,7729347524915	41,2758276017148	38,4034674953094	35,1124749571924	33,2913397632815	33,968896434618	29,6048068716191	28,758375370982	26,5653734772488	20,8897042074082	20,1070668839771	19,7006501355574	20,7356626070301	17,4436197785937	15,967722254171
L10	-23,8879219219696	46,428540224453	45,4326167550633	51,2545908746847	48,2406788733825	44,9978521734524	40,4302140884578	37,5996910147717	34,6475865307403	29,8635165223163	26,698417903806	27,7134262182588	28,7187124528613	22,5637161278122	26,0537843275587	24,489100029985	20,2901130838387	19,0799725809731	17,7775658842396	19,9861789928917	15,7491972817799	12,1812111196682
L11	-24,2032067691868	49,5677387499511	45,5852660259283	47,7549764451869	46,9836132569384	43,3249709957942	40,9569082607197	43,1567367481409	39,3037479904284	34,819261892269	29,8633810128913	30,8768623755416	28,9722808025868	26,4391301984381	27,0220207424702	27,2865895223141	24,3917751671815	16,749461912108	17,6370851467237	17,9008219080049	24,2231694454796	15,4575215938458
L12	-33,2709944348207	41,2466090507166	38,3318260033046	35,1190557228072	31,9276512180797	24,3197685162306	21,941084419668	20,3508176177832	18,6372244224464	18,6248051962918	17,7785722485072	16,9344732040527	17,8070183275665	18,1104334459044	15,7441411416311	12,650647101179	9,31293785742301	8,03916049813758	5,30260316968998	4,14411778327918	0,364258021756477	0,682261414759161
L13	-30,024926019508	44,1544152793752	34,2522464437157	32,0534065063887	29,7679801518167	21,1832084352217	28,227567994792	18,2472773962349	18,1377442105884	16,3987023163979	16,584150981232	17,4331455227833	17,30778574891	17,0710411264659	16,0182745080761	14,1927622693711	11,1942888788509	12,5652646368204	12,1634815157531	10,9557889856655	9,57974644434427	18,1960127384906
L14	-33,2173352260441	41,6488243129696	38,9014015998803	34,9493387357069	31,2763520193286	24,4748380554946	22,9097235485543	21,0118676862833	18,2093212915884	19,9637022761223	19,7820865086606	18,7795708508992	17,5035774490072	17,0542386511381	16,5179029086062	10,163325375268	8,98636409950403	8,18763869393781	5,79559046933736	5,62239593007735	1,87739466682338	1,72352028273279
