Id	RLxs	SLm_00150	SLm_00250	SLm_00350	SLm_00450	SLm_00570	SLm_00700	SLm_00840	SLm_01000	SLm_01170	SLm_01370	SLm_01600	SLm_01850	SLm_02150	SLm_02500	SLm_02900	SLm_03400	SLm_04000	SLm_04800	SLm_05800	SLm_07000	SLm_08500
C	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
L01	-24,5580035345358	47,0893604101822	42,7867789641248	44,6280844868172	44,0220041663466	44,5684346594852	43,439484480935	42,2541683639287	40,60655744437	35,3779567237339	33,8579808158147	33,4954853921273	34,8394861531428	33,1165835240794	31,8693779393248	29,8806866704847	25,4351407133973	21,0168764739124	19,0636670350658	16,8927005976142	13,1031331456694	9,91691593233816
L02	-23,3038728797538	47,9439635812502	46,213123207986	47,9918749951291	46,5993498531813	45,594660516727	44,3713340991493	42,7890426204964	40,5226762406847	38,5984814903999	36,3210912006634	32,9478196672166	30,1681314176757	28,1055513208317	28,3200118724637	28,5498094886243	24,3477785179359	19,4736834577564	16,9871968411691	15,8843663672865	13,3517626338618	9,33392877182867
L03	-30,3128022429336	42,0462584503724	41,6728989536595	35,5453509728676	29,2557030357405	25,009844398327	20,9483463199082	18,1038768118365	15,932114771945	14,6383247707256	12,875658938874	12,3110850949347	10,8479705848533	10,4034643718191	9,13370745115038	5,06582648284281	1,01240682871048	-4,44448471181197	-7,27943477730379	-11,6268370077996	-13,243927452026	-14,7463554396625
L04	-23,3093971423594	50,5270653064124	50,0499272231594	48,2526431910685	42,1573488073511	41,4442729208186	41,4209227287789	36,7131757996487	32,6881642903187	30,6214422935269	27,8422887728606	26,75094141414	29,458848864613	25,3398107881104	26,9410161148789	25,3087530583215	24,7506661166918	19,342953074265	17,5583788602851	16,2045950300584	13,844265769927	10,7332792255634
L05	-24,2825996980899	49,4992837369942	44,3007421893045	46,8027065203644	40,5991452091895	43,3174925056554	40,4935000655	35,4813205590877	34,8942090004095	31,6203790308181	32,1443101921429	32,1514591510143	34,9784403221915	32,9515505730398	33,7460516356523	31,2894424723468	25,0594763382975	22,6085232265498	20,3184723705368	19,8903052168455	20,2287274200398	19,5781597810908
L06	-24,4605028259666	50,4655448242425	45,7803838311375	45,2211908565005	44,84117469833	46,5659679877514	40,4738134777207	38,1014105018974	33,7945327664451	33,0067934709305	34,7637973058516	30,6273713160417	30,4443521882966	32,8869960681158	32,0526705943807	31,1607807945724	26,7002086437907	21,3864613084498	19,53948648212	15,4984499132549	11,2537435275073	13,9536454594421
L07	-36,2773231751496	34,7799322692824	27,8479378080802	24,3119510122984	24,6618439357226	23,4073790812022	23,7560771912115	27,863454087391	23,5434310920596	26,2025234445659	25,2223080633539	24,6861907788013	23,9810640586312	22,5709132977705	23,9892176556231	25,6839648748871	23,0574587424076	22,6610999838857	21,953367448653	21,031192995643	17,1453703731509	18,1415545393296
L08	-25,80893118523	48,6275050471324	44,4680590975325	43,8939853373205	45,4695421609589	43,8754812549388	38,6285796618282	36,68713965012	32,2640924265086	31,8293514230419	30,3500383906204	31,3201303747719	31,0818731984769	31,0912309531737	31,1675875131328	30,8932660498891	27,723527260138	20,80801719927	18,6970087389599	14,5141298094991	10,6011966588651	11,9771989625903
L09	-23,2252668305465	46,6907364933905	43,9095663494142	46,4483163365895	43,900529818174	46,396958453564	45,7527291519586	42,4762648131477	42,6366540917219	42,0376652618133	40,7418406023559	35,4423725610322	36,1137521699492	34,3348223227916	31,6484171187989	28,8460897271039	23,2444117598011	17,7581548739235	16,7091125827469	14,8354876441472	12,482192051866	13,8915173884103
L10	-23,8879219219696	48,2438672940202	48,4132600677639	48,969558786918	44,3128254802024	44,3686382090817	43,5620566241985	38,4213860400776	35,4690637682585	34,107021280408	30,7229636820028	28,8236090109992	30,1280295008848	22,9643973288889	28,0531633311377	25,4154904847091	23,3341913368312	18,2805538468357	14,5851078943246	13,2868814547505	10,9570502377941	7,75383799549593
L11	-24,2032067691868	46,1503774964215	43,945442170143	46,8925948203555	45,4215689331568	45,4503265633161	43,2028354292898	43,7278440751622	40,1492610994184	35,6243045588185	35,1636372097998	34,2587073890517	32,7773679934542	29,8193144240464	28,5221585595178	25,8769218137425	23,6703491645394	18,9581449252827	15,6399642785695	10,4997280998108	6,53305259398439	3,59606593824545
L12	-33,2709944348207	41,9383456147507	38,5927556879497	35,7735820998609	31,7932220421705	27,4508858498867	27,3015378574473	24,783631735083	25,6256470540386	24,7712110077073	21,8477645869421	20,1575664090594	18,5466065784875	18,9834382329379	14,6453521185786	12,6098610437636	9,45241000296123	3,39361168773348	1,27125776338385	1,15968575389608	-2,74156780808371	-4,60764358794795
L13	-30,024926019508	46,4127065709714	41,4298781327801	37,7594754579117	31,3271577644117	31,9327654302212	32,3540029729089	30,2139166697203	26,5994223709339	26,5071770917078	23,0386200675059	25,9160004071594	22,5051992020257	20,7543781994339	17,742551947419	15,9622348509712	14,1403082665081	13,7021716147481	11,7905656257292	10,5564450609855	7,76045014452016	8,07669052505183
L14	-33,2173352260441	38,8176453880133	40,1207887928296	38,4616302036865	37,6291031060637	33,4221286862414	28,7902891093367	24,8804937994951	23,2970285646858	22,6440210257215	21,3421294808571	19,2557212459864	18,7458131141384	18,3277584664935	16,8693082541638	14,2019216723126	11,4136530083637	6,9215566055495	4,11196212284495	2,63586106675377	-0,504357064898535	-2,99162231623864
L15	-33,5692827495552	30,9995264944618	25,977278645571	25,1639719053298	18,8004565215025	17,9096699771928	20,6308204746407	18,8164313818223	16,881081223066	18,9954015147063	18,9891579736958	19,2984672726744	24,0938598550453	19,6527890851866	21,7729598641944	23,6876123854306	25,5382184389582	23,94611689446	24,4435078153734	25,8140489219344	23,2377489425342	25,9711477613
L16	-35,4049954891582	37,1135321545769	38,459590185317	34,7834418223096	33,1458902540491	30,1718031796469	30,498259107214	25,6880352434355	23,0987380681276	22,2861185604316	20,0146338238335	20,202151027776	16,6205106501168	13,8343127231242	17,7890860843127	13,7762022694325	9,73567271672777	7,6571455590019	4,40725465243817	1,68086130542551	0,766943490346385	1,13332000121063
L17	-23,2814995688944	46,2214739982976	44,1436865308079	46,0791656111102	46,3783856909296	46,5246474974918	45,6269045452617	44,4208059621141	42,6936598260293	42,0282112098376	40,5419036999137	36,8226045782268	34,6713417625549	31,1221737157365	30,4204188782226	30,5190873651256	26,5022032770927	20,2674188370676	15,7422410193197	11,7883201864595	7,80946773853921	4,45104376654489
L18	-33,1377363345821	39,4714540677622	39,8288332062944	35,2289240579836	28,9285058202411	29,106752473485	28,5461021141604	28,3794258819153	30,604559449936	30,686826891196	25,787677909697	24,4947819291702	22,9388247932524	19,6616706929279	19,5566358761845	19,8593271224184	18,8531297387661	15,7292499084697	14,9402040368636	14,6330105732149	15,0539263939695	15,0447575924627
